1.53195,0.8851,98.40967583656311,10,0.1
1.54319,0.89104,90.18271684646606,10,0.2
1.60579,0.93106,91.93630886077881,10,0.3
1.58072,0.91714,91.52794814109802,10,0.4
1.61871,0.94216,92.66534543037415,10,0.5
1.6166,0.93865,92.43904638290405,10,0.6
1.59995,0.93154,91.7871904373169,10,0.7
1.61103,0.93853,92.38159465789795,10,0.8
1.57036,0.91015,90.80516695976257,10,0.9
1.52449,0.88253,90.70979857444763,15,0.1
1.58538,0.92351,92.35044836997986,15,0.2
1.53265,0.88807,89.81005883216858,15,0.3
1.58836,0.92495,91.27668976783752,15,0.4
1.59358,0.92359,91.78657698631287,15,0.5
1.6118,0.9348,92.91861534118652,15,0.6
1.61686,0.94315,92.64174890518188,15,0.7
1.62998,0.94879,93.24274158477783,15,0.8
1.61887,0.94376,93.49207830429077,15,0.9
1.50945,0.87252,88.20538544654846,20,0.1
1.53033,0.88694,88.7295434474945,20,0.2
1.57599,0.91149,91.24447274208069,20,0.3
1.57719,0.91523,90.84015083312988,20,0.4
1.59151,0.92647,91.21636462211609,20,0.5
1.57892,0.9131,91.32627463340759,20,0.6
1.6116,0.9371,92.10673928260803,20,0.7
1.5997,0.92735,92.59910678863525,20,0.8
1.61733,0.93919,92.73070693016052,20,0.9
1.52654,0.88088,88.42551922798157,25,0.1
1.59498,0.92517,91.63845324516296,25,0.2
1.56602,0.90891,91.40667009353638,25,0.3
1.58191,0.91897,91.41859006881714,25,0.4
1.59418,0.92922,91.22652649879456,25,0.5
1.59884,0.92966,91.77004408836365,25,0.6
1.61506,0.9376,92.54678177833557,25,0.7
1.63204,0.94992,93.02710604667664,25,0.8
1.63394,0.95332,92.79942989349365,25,0.9
1.50905,0.87266,87.91912531852722,35,0.1
1.52524,0.88477,88.86542391777039,35,0.2
1.59267,0.92531,91.07606339454651,35,0.3
1.53561,0.89011,88.78686332702637,35,0.4
1.61034,0.93501,91.67952513694763,35,0.5
1.60684,0.93258,91.62353301048279,35,0.6
1.61407,0.93605,91.8900396823883,35,0.7
1.6217,0.94486,92.33114814758301,35,0.8
1.59974,0.92886,91.5226514339447,35,0.9
1.52834,0.88735,88.54493713378906,40,0.1
1.52708,0.88229,88.76782178878784,40,0.2
1.56836,0.90833,90.06975388526917,40,0.3
1.57976,0.91836,91.0182032585144,40,0.4
1.60504,0.93359,91.57638645172119,40,0.5
1.58909,0.92245,91.81556677818298,40,0.6
1.59354,0.92566,92.04228258132935,40,0.7
1.59016,0.92195,91.4776222705841,40,0.8
1.61544,0.9365,92.55316853523254,40,0.9
