8.19297,522.2908174991608,10,0.1
9.04078,521.4794945716858,10,0.2
9.28269,538.2917461395264,10,0.3
9.82636,565.3840532302856,10,0.4
9.90969,573.7591457366943,10,0.5
10.55209,603.8829073905945,10,0.6
11.32231,645.5685181617737,10,0.7
11.76772,668.6237676143646,10,0.8
12.86299,726.6703402996063,10,0.9
8.17884,478.86262583732605,15,0.1
9.01391,521.5099110603333,15,0.2
9.30335,538.1104927062988,15,0.3
10.1363,580.4369699954987,15,0.4
10.09789,579.0087606906891,15,0.5
10.38503,594.2598457336426,15,0.6
10.99498,624.6759147644043,15,0.7
12.23996,692.1349987983704,15,0.8
12.82925,719.1759655475616,15,0.9
8.17896,478.042897939682,20,0.1
9.14471,527.1768252849579,20,0.2
9.00808,521.4188244342804,20,0.3
9.65993,556.365407705307,20,0.4
10.30324,591.1164948940277,20,0.5
10.75891,614.2141025066376,20,0.6
11.01027,626.1439199447632,20,0.7
12.15802,684.8616471290588,20,0.8
12.29193,691.5983319282532,20,0.9
8.53644,493.4474036693573,25,0.1
9.0363,520.9145662784576,25,0.2
9.06157,522.2918336391449,25,0.3
9.79537,559.9109990596771,25,0.4
10.19997,582.3791041374207,25,0.5
11.15712,632.8039474487305,25,0.6
11.33655,640.2268426418304,25,0.7
12.18087,687.646445274353,25,0.8
12.75262,1892.456182718277,25,0.9
8.65592,2684.869656085968,35,0.1
8.91273,2760.0258967876434,35,0.2
9.08578,2820.6949231624603,35,0.3
9.72447,2993.9573514461517,35,0.4
10.36305,3181.3038744926453,35,0.5
10.32186,2858.171499967575,35,0.6
11.45599,3430.4386739730835,35,0.7
12.02031,3537.526904821396,35,0.8
12.88837,3893.670430421829,35,0.9
8.62871,2675.9067175388336,40,0.1
9.46333,2910.9800658226013,40,0.2
9.71729,2982.125035047531,40,0.3
9.77469,2994.5912671089172,40,0.4
10.12053,3089.9134936332703,40,0.5
10.79198,3286.7856674194336,40,0.6
11.35976,3367.1107637882233,40,0.7
12.09313,3620.8792567253113,40,0.8
12.98384,1957.201138973236,40,0.9
